macs,status,cliente,data,origem,lote_recebimento,lote_treevia
C00C1D0012CA,Cliente,CMPC,2024-11-18,,,
C00C1D00139C,Cliente,CMPC,2024-11-18,,,
C00C1D0012B2,Cliente,CMPC,2024-11-18,,,
C00C1D001282,Cliente,CMPC,2024-11-18,,,
C00C1D0015BE,Cliente,CMPC,2024-11-18,,,
C00C1D001436,Cliente,CMPC,2024-11-18,,,
C00C1D0015BD,Cliente,CMPC,2024-11-18,,,
C00C1D000514,Cliente,CMPC,2024-11-18,,,
C00C1D0015D3,Cliente,CMPC,2024-11-18,,,
C00C1D001372,Cliente,CMPC,2024-11-18,,,
C00C1D0008F9,Cliente,CMPC,2024-11-18,,,
C00C1D00124C,Cliente,CMPC,2024-11-18,,,
C00C1D001479,Cliente,CMPC,2024-11-18,,,
C00C1D0013E7,Cliente,CMPC,2024-11-18,,,
C00C1D0014A3,Cliente,CMPC,2024-11-18,,,
C00C1D00051B,Cliente,CMPC,2024-11-18,,,
C00C1D00135B,Cliente,CMPC,2024-11-18,,,
C00C1D001257,Cliente,CMPC,2024-11-18,,,
C00C1D001592,Cliente,CMPC,2024-11-18,,,
C00C1D000A16,Cliente,CMPC,2024-11-18,,,
C00C1D00116E,Cliente,CMPC,2024-11-18,,,
C00C1D001223,Cliente,CMPC,2024-11-18,,,
C00C1D0006B7,Cliente,CMPC,2024-11-18,,,
C00C1D001166,Cliente,CMPC,2024-11-18,,,
C00C1D00060F,Cliente,CMPC,2024-11-18,,,
C00C1D0009E3,Cliente,CMPC,2024-11-18,,,
C00C1D0012C2,Cliente,CMPC,2024-11-18,,,
C00C1D000656,Cliente,CMPC,2024-11-18,,,
C00C1D001632,Cliente,CMPC,2024-11-18,,,
C00C1D0005C8,Cliente,CMPC,2024-11-18,,,
C00C1D001345,Cliente,CMPC,2024-11-18,,,
C00C1D0012AB,Cliente,CMPC,2024-11-18,,,
C00C1D001385,Cliente,CMPC,2024-11-18,,,
C00C1D00055D,Cliente,CMPC,2024-11-18,,,
C00C1D0006B3,Cliente,CMPC,2024-11-18,,,
C00C1D000506,Cliente,CMPC,2024-11-18,,,
C00C1D0013BF,Cliente,CMPC,2024-11-18,,,
C00C1D001426,Cliente,CMPC,2024-11-18,,,
C00C1D001A5B,Cliente,CMPC,2024-11-18,,,
C00C1D00158D,Cliente,CMPC,2024-11-18,,,
C00C1D0010D8,Cliente,CMPC,2024-11-18,,,
C00C1D000799,Cliente,CMPC,2024-11-18,,,
C00C1D001262,Cliente,CMPC,2024-11-18,,,
C00C1D001625,Cliente,CMPC,2024-11-18,,,
C00C1D000806,Cliente,CMPC,2024-11-18,,,
C00C1D0015B1,Cliente,CMPC,2024-11-18,,,
C00C1D0014E3,Cliente,CMPC,2024-11-18,,,
C00C1D00143A,Cliente,CMPC,2024-11-18,,,
C00C1D00146B,Cliente,CMPC,2024-11-18,,,
C00C1D00134D,Cliente,CMPC,2024-11-18,,,
C00C1D0013B2,Cliente,CMPC,2024-11-18,,,
C00C1D0006C5,Cliente,CMPC,2024-11-18,,,
C00C1D000498,Cliente,CMPC,2024-11-18,,,
C00C1D001124,Cliente,CMPC,2024-11-18,,,
C00C1D0013A3,Cliente,CMPC,2024-11-18,,,
C00C1D001212,Cliente,CMPC,2024-11-18,,,
C00C1D001567,Cliente,CMPC,2024-11-18,,,
C00C1D000FF1,Cliente,CMPC,2024-11-18,,,
C00C1D0015C5,Cliente,CMPC,2024-11-18,,,
C00C1D001243,Cliente,CMPC,2024-11-18,,,
C00C1D001135,Cliente,CMPC,2024-11-18,,,
C00C1D0012A9,Cliente,CMPC,2024-11-18,,,
C00C1D00143C,Cliente,CMPC,2024-11-18,,,
C00C1D00060E,Cliente,CMPC,2024-11-18,,,
C00C1D0012ED,Cliente,CMPC,2024-11-18,,,
C00C1D001BBB,Cliente,CMPC,2024-11-18,,,
C00C1D0015E0,Cliente,CMPC,2024-11-18,,,
C00C1D0006A6,Cliente,CMPC,2024-11-18,,,
C00C1D0014B5,Cliente,CMPC,2024-11-18,,,
C00C1D0012BE,Cliente,CMPC,2024-11-18,,,
C00C1D001DD4,Cliente,CMPC,2024-11-18,,,
C00C1D0004CF,Cliente,CMPC,2024-11-18,,,
C00C1D0015F9,Cliente,CMPC,2024-11-18,,,
C00C1D000559,Cliente,CMPC,2024-11-18,,,
C00C1D0019FB,Cliente,CMPC,2024-11-18,,,
C00C1D001571,Cliente,CMPC,2024-11-18,,,
C00C1D001306,Cliente,CMPC,2024-11-18,,,
C00C1D001228,Cliente,CMPC,2024-11-18,,,
C00C1D001202,Cliente,CMPC,2024-11-18,,,
C00C1D00116D,Cliente,CMPC,2024-11-18,,,
C00C1D001165,Cliente,CMPC,2024-11-18,,,
C00C1D001185,Cliente,CMPC,2024-11-18,,,
C00C1D000813,Cliente,CMPC,2024-11-18,,,
C00C1D0015AA,Cliente,CMPC,2024-11-18,,,
C00C1D001393,Cliente,CMPC,2024-11-18,,,
C00C1D001657,Cliente,CMPC,2024-11-18,,,
C00C1D00125E,Cliente,CMPC,2024-11-18,,,
C00C1D001557,Cliente,CMPC,2024-11-18,,,
C00C1D000549,Cliente,CMPC,2024-11-18,,,
C00C1D001BDA,Cliente,CMPC,2024-11-18,,,
C00C1D000702,Cliente,CMPC,2024-11-18,,,
C00C1D001268,Cliente,CMPC,2024-11-18,,,
C00C1D000A26,Cliente,CMPC,2024-11-18,,,
C00C1D001413,Cliente,CMPC,2024-11-18,,,
C00C1D0015B9,Cliente,CMPC,2024-11-18,,,
C00C1D0014C8,Cliente,CMPC,2024-11-18,,,
C00C1D001324,Cliente,CMPC,2024-11-18,,,
C00C1D0010C4,Cliente,CMPC,2024-11-18,,,
C00C1D001475,Cliente,CMPC,2024-11-18,,,
C00C1D00132C,Cliente,CMPC,2024-11-18,,,
C00C1D001134,Cliente,CMPC,2024-11-18,,,
C00C1D00129A,Cliente,CMPC,2024-11-18,,,
C00C1D001419,Cliente,CMPC,2024-11-18,,,
C00C1D00126F,Cliente,CMPC,2024-11-18,,,
C00C1D0011EF,Cliente,CMPC,2024-11-18,,,
